rikishi1,odds1,rikishi2,odds2,ts,basho
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:00:10Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:00:10Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:00:10Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:00:10Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:00:10Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:00:10Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:01:04Z,2018-03
Endo,1.56,Chiyomaru,2.43,2018-03-23T04:01:04Z,2018-03
Ishiura,1.69,Daiamami,2.18,2018-03-23T04:01:04Z,2018-03
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:01:04Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:01:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:01:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:01:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:01:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:01:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:05:06Z,2018-03
Endo,1.56,Chiyomaru,2.43,2018-03-23T04:05:06Z,2018-03
Ishiura,1.69,Daiamami,2.18,2018-03-23T04:05:06Z,2018-03
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:05:06Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:05:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:05:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:05:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:05:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:05:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:06:05Z,2018-03
Endo,1.56,Chiyomaru,2.43,2018-03-23T04:06:05Z,2018-03
Ishiura,1.69,Daiamami,2.18,2018-03-23T04:06:05Z,2018-03
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:06:05Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:06:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:06:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:06:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:06:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:06:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:10:05Z,2018-03
Endo,1.56,Chiyomaru,2.43,2018-03-23T04:10:05Z,2018-03
Ishiura,1.69,Daiamami,2.18,2018-03-23T04:10:05Z,2018-03
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:10:05Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:10:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:10:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:10:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:10:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:10:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:11:04Z,2018-03
Endo,1.56,Chiyomaru,2.43,2018-03-23T04:11:04Z,2018-03
Ishiura,1.69,Daiamami,2.18,2018-03-23T04:11:04Z,2018-03
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:11:04Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:11:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:11:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:11:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:11:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:11:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:15:09Z,2018-03
Endo,1.56,Chiyomaru,2.43,2018-03-23T04:15:09Z,2018-03
Ishiura,1.69,Daiamami,2.18,2018-03-23T04:15:09Z,2018-03
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:15:09Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:15:09Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:15:09Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:15:09Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:15:09Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:15:09Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:16:04Z,2018-03
Endo,1.56,Chiyomaru,2.43,2018-03-23T04:16:04Z,2018-03
Ishiura,1.69,Daiamami,2.18,2018-03-23T04:16:04Z,2018-03
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:16:04Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:16:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:16:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:16:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:16:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:16:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:20:06Z,2018-03
Endo,1.56,Chiyomaru,2.43,2018-03-23T04:20:06Z,2018-03
Ishiura,1.69,Daiamami,2.18,2018-03-23T04:20:06Z,2018-03
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:20:06Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:20:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:20:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:20:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:20:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:20:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:21:06Z,2018-03
Endo,1.56,Chiyomaru,2.43,2018-03-23T04:21:06Z,2018-03
Ishiura,1.69,Daiamami,2.18,2018-03-23T04:21:06Z,2018-03
Kagayaki,1.73,Arawashi,2.11,2018-03-23T04:21:06Z,2018-03
Mitakeumi,1.72727272727273,Hokutofuji,2.11,2018-03-23T04:21:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:21:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:21:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:21:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:21:06Z,2018-03
Endo,1.55,Chiyomaru,2.45,2018-03-23T04:22:04Z,2018-03
Ishiura,1.7,Daiamami,2.15,2018-03-23T04:22:04Z,2018-03
Kagayaki,1.7,Arawashi,2.15,2018-03-23T04:22:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:22:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:25:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:25:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:25:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:25:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:25:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:25:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:26:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:26:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:26:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:26:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:26:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:26:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:30:10Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:30:10Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:30:10Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:30:10Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:30:10Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:30:10Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:31:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:31:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:31:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:31:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:31:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:31:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:35:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:35:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:35:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:35:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:35:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:35:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:36:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:36:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:36:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:36:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:36:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:36:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:40:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:40:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:40:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:40:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:40:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:40:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:40:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:40:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:40:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:40:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:40:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:40:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:45:09Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:45:09Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:45:09Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:45:09Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:45:09Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:45:09Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:46:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:46:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:46:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:46:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:46:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:46:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:50:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:50:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:50:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:50:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:50:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:50:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:51:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:51:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:51:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:51:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:51:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:51:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:55:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:55:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:55:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:55:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:55:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:55:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T04:56:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T04:56:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T04:56:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T04:56:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T04:56:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T04:56:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:00:09Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:00:09Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:00:09Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:00:09Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:00:09Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:00:09Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:01:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:01:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:01:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:01:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:01:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:01:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:05:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:05:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:05:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:05:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:05:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:05:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:06:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:06:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:06:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:06:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:06:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:06:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:10:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:10:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:10:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:10:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:10:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:10:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:11:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:11:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:11:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:11:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:11:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:11:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:15:08Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:15:08Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:15:08Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:15:08Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:15:08Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:15:08Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:16:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:16:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:16:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:16:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:16:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:16:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:20:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:20:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:20:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:20:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:20:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:20:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:21:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:21:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:21:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:21:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:21:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:21:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:25:05Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:25:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:25:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:25:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:25:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:25:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:25:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:26:04Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:26:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:26:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:26:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:26:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:26:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:26:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:30:11Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:30:11Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:30:11Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:30:11Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:30:11Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:30:11Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:30:11Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:30:12Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:30:12Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:30:12Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:30:12Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:30:12Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:30:12Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:30:12Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:35:05Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:35:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:35:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:35:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:35:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:35:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:35:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:36:05Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:36:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:36:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:36:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:36:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:36:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:36:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:40:05Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:40:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:40:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:40:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:40:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:40:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:40:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:40:06Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:40:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:40:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:40:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:40:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:40:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:40:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:45:09Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:45:09Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:45:09Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:45:09Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:45:09Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:45:09Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:45:09Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:46:05Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:46:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:46:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:46:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:46:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:46:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:46:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:50:05Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:50:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:50:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:50:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:50:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:50:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:50:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:51:05Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:51:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:51:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:51:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:51:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:51:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:51:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:55:05Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:55:05Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:55:05Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:55:05Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:55:05Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:55:05Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:55:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T05:56:04Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T05:56:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T05:56:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T05:56:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T05:56:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T05:56:04Z,2018-03
